month_id,quarter_id,month,public_date_month_id,D,E,P,ret_1y,earnings_index,divisor,dividends_index,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,gprof,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,peg_trailing,divyield,dp,ep,b/m,ntis,tbl,tms,svar,dfy,siiinsample,siioutofsample
197001.0,197001.0,1,197003,3.16333,5.73,90.31,-0.0835948039215686,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350274609677776,-3.291270736440234,-2.697170992203996,0.7003467462,0.034473208,0.0787,-0.0094,0.0010670973,-0.0094999999999999,,
197002.0,197001.0,2,197004,3.16667,5.68,87.16,-0.1100820689655173,,,,0.7496251052405275,13.777055697038156,13.238385209687069,12.093494819771808,15.505122084051438,16.159382433701047,1.835204406346956,13.385384660074235,0.415437248405384,0.0630554077332256,0.1982797798499781,0.1370220692336033,0.3559244311470744,0.1037712359629891,0.1335349078752792,0.1374435148621353,0.1382238481737989,0.1420297156294051,0.3372183967018005,0.1468662388486587,0.1030681476942873,0.1481897706157773,0.2127260414328253,0.1304561539867245,0.2662604171632808,0.5562786175899146,0.3976782295021098,0.4811274278475456,0.4090863729490577,0.0862628034318893,0.0655476400777225,0.1937819568694611,0.296273172393529,0.3993085850927976,0.3044842358945215,3.7270819985662818,0.1621353009400086,0.4037326764787179,0.4328344584453881,0.7989924777210815,0.5145698791865727,0.1705093460680471,-0.2045086256054938,14.61887489609954,0.9970906555815048,0.5918712603749037,0.5318790319471403,2.401142012149379,6.959591899990269,10.718651045943805,0.4950031910600243,1.288433128202405,1.869033824439835,79.45378138750542,21.383389713448068,0.9150572618721252,10.05067309582892,8.96042286137182,1.4509764435149637,2.779716432928543,10.15921944554588,0.0208124489389695,0.0080757729044025,0.0613714035397435,-0.0376963316221066,3.0547073816514625,2.536727159560145,0.0363316888480954,-3.341548589082036,-2.7572873925477497,0.670147507,0.035855217,0.0713,-0.0061999999999999,0.0010587117,-0.0085,,
197003.0,197001.0,3,197005,3.17,5.63,88.65,-0.0753272910372607,5.406869568194143,4932386.750390494,3.138051020476973,0.7314192253410322,13.551873292744212,13.29369525024849,12.111877375493387,16.361002218411237,17.004464603327953,1.8686500398813424,13.923739897572808,0.4408387432289208,0.0665234954590712,0.2046277121989091,0.1420658265590196,0.3655320125065595,0.1117639277093904,0.1376129457135315,0.1462184552940245,0.1387933557739063,0.1493020404293988,0.3482962226640747,0.1475246113779082,0.1064936248178223,0.1484954699678089,0.2154194974702795,0.1351987398746164,0.2804946122986705,0.5750062828741234,0.3808069400420327,0.4629920143414237,0.3910500106853375,0.0873156425076888,0.0650388268223023,0.2028036341380158,0.2978142591171154,0.401830495733825,0.2963800723375018,3.507753103289492,0.1702143814358488,0.4159927116987224,0.4270870832336004,0.8390184419600104,0.531933514988796,0.1871537601096954,-0.2111960635982396,13.826940613949178,0.9402367394775656,0.5754171664687593,0.5111641366186439,2.259029670206425,7.780724064064473,12.39520390719869,0.4981747168461222,1.297882328487876,1.8805247233242304,78.81227002124717,20.6892444336878,0.9222713875656794,9.868780487600286,8.962207579980134,1.447179954472284,2.668359699786498,9.823231933489796,0.0200739569656997,0.0073737206630374,0.071372385696859,-0.0376072471149077,3.091836364420657,2.630661523741921,0.0357586012408347,-3.341958497480081,-2.767580643217672,0.6903267691,0.0358415812,0.0663,-0.0001999999999999,0.000963539,-0.0079,,
197004.0,197002.0,4,197006,3.17333,5.59333,85.95,-0.1202040473840078,5.401929391128967,,3.5407876451646043,0.7013555174698377,13.011052984443108,13.07548626354918,11.880858811254116,16.769740459241515,17.518363401187955,1.873699245193635,14.245289785741594,0.4385515113938572,0.0694392091737378,0.2079484444505595,0.1452428816655794,0.3692103322123022,0.1185504007556595,0.1397212113697422,0.1530339217077611,0.1366286118628529,0.1546119813014145,0.3530615949298086,0.1454103833296292,0.1085200083596799,0.1460721069230044,0.2141738850981119,0.1384836325812596,0.292099560064775,0.5884033791087779,0.3538653254528008,0.4325008703452638,0.3630298898758195,0.0869121409688793,0.0637580804352154,0.2086259840265227,0.296503987956244,0.396668929357412,0.2819528307981355,3.201348810142369,0.1759196857195045,0.422105715800456,0.4140497299728147,0.8724949798107815,0.5424667585554213,0.201411340660553,-0.2088569337643256,12.333383776227354,0.8558137934707095,0.5464678063064383,0.4781143592357432,2.049976563666488,8.66169369406594,14.159227363777878,0.493315893608383,1.287872619398408,1.8714654951159668,77.91602600917905,19.29662367329016,0.9184548016004156,9.581640484491746,8.82363799366743,1.4150465732804032,2.5038168028852548,9.242957689371469,0.0188153118411581,0.0065563954519836,0.0807462259671487,-0.0364538615553919,3.0464444254893355,2.67266327073639,0.0369206515415939,-3.2460763330361555,-2.6792789360368428,0.7367505808,0.0357121248,0.0651,0.0047999999999999,0.001614677,-0.0087,,
197005.0,197002.0,5,197007,3.17667,5.55667,76.06,-0.2424792543021031,5.396989214063792,,3.943524269852236,0.6931332607085628,12.848463799869483,13.519050250721644,12.204306757561508,17.497066374827437,18.6210574655752,1.9057604113986104,14.317053612600043,0.4044427973662386,0.0738867958122462,0.216363548709812,0.1516405682434811,0.3826725994640244,0.1273192515406705,0.1453672659486044,0.1627660913389008,0.1366919708333815,0.1633891724639941,0.3673976500358574,0.1469788553956807,0.1127812441130827,0.1468459498730854,0.2198903015745474,0.1448333618351813,0.3095704126488346,0.6149264805200843,0.3444529184626119,0.425036196490111,0.351771884796448,0.0893515752971115,0.0645054690703421,0.217662013437085,0.3022530806460721,0.4056648192437312,0.2767439321782466,3.0196535513264102,0.1895867531972001,0.4399943782525726,0.4122283273384493,0.9219777256216466,0.5677812528544889,0.2193824338341583,-0.1771801018492605,11.7867056229244,0.7988870412432939,0.5392690811269933,0.4650698292667512,1.917643166117956,9.506629694457851,15.784656184493272,0.4929224526017791,1.3033253433742713,1.894705846350671,78.59264481946086,19.487778704126423,0.9451125800650408,9.522318257359476,8.92502911395702,1.4839279151304068,2.4301949334802275,9.034188365356032,0.0167462262057659,0.0057922336658956,0.0920012580038351,-0.0368509863369629,3.0569187429776656,2.822100478588513,0.0417653168551143,-3.182101199981312,-2.6229397152268525,0.7742276283,0.0386610283,0.0684,0.0059,0.0081518544,-0.0087,,
197006.0,197002.0,6,197008,3.18,5.52,75.59,-0.2054670163405284,5.392049036998617,4959706.727000825,4.346260894539867,0.6712205870915446,12.464918294312003,13.604030249781744,12.27342562645035,17.78895900601776,18.75418737622361,1.90458837163616,14.523989852085052,0.3567159815562765,0.0776541474239581,0.2217837246958381,0.1567650256661774,0.3914160679411677,0.1349792827553207,0.1486237824730081,0.1716756012700375,0.1373241019764969,0.1714745019991133,0.378087692717635,0.1487769022290504,0.1166388176856534,0.1479588105008636,0.2226672909220932,0.1505298715455105,0.3262636867361773,0.6380425724422124,0.3268645745917486,0.4090973795637093,0.3318595146936584,0.0908431351211431,0.0642086283450676,0.225934373012654,0.3072965127934134,0.4066179156911629,0.2682965223598857,2.78763410032612,0.2026068732332525,0.4543363158417642,0.4053665781081652,0.9627816729365508,0.5855753162856118,0.2370565967912348,-0.1781508141045638,10.535070429823088,0.7294409410290107,0.5222053896329684,0.4427404711738213,1.7692802077941543,10.638387857609938,17.916368298598503,0.4919001636089641,1.3118935707140185,1.9175211347489287,79.66935858835548,18.3647816709537,0.9626269137023612,9.451097652067997,9.048753713789033,1.526207104736063,2.323009017298318,8.474896955631552,0.0150891849700452,0.0051470312172332,0.1019494403125691,-0.0358076312157577,3.0344776089455947,2.87873291687293,0.0420690567535388,-3.1297352530771376,-2.578238589580219,0.7933814171,0.0422907479,0.0668,0.0041,0.002651911,-0.0076999999999999,,
197007.0,197003.0,7,197009,3.18333,5.46667,75.72,-0.1668954703832752,5.621345623051892,,4.284234382764852,0.6553346243819348,12.153954756986028,13.401012239023904,12.047578153494522,18.03503151262403,18.803697780906024,1.873032716314967,14.402502201275563,0.316617836346437,0.080101117763301,0.2263166924731549,0.1602963543466821,0.3981639055261687,0.1408304833695324,0.1512610536727048,0.1781077138883141,0.1347284302710995,0.1757431987392478,0.3890462587149245,0.1467466398872873,0.1188870038334597,0.1450967634822232,0.2207502158057604,0.1530619546889957,0.3379379795089893,0.6551583380260818,0.3131436756326494,0.3968281560351908,0.3160209077902511,0.0920251199620309,0.0636243449526745,0.2315131824192395,0.3094508205195732,0.410156413579152,0.2620086130467153,2.626837678619505,0.2132464347999152,0.4646932324887066,0.4018369420825193,0.9937886942942248,0.5978202827299922,0.2508866878017896,-0.1895726273448779,9.41963129194584,0.6698537012251445,0.5066994592046439,0.4243131326493061,1.6325058934133392,11.265792939890446,19.10399415888608,0.4853687463364289,1.3105944297389431,1.917838437661997,79.56019148405787,17.407784678699734,0.9707040563263456,9.215864907218492,9.056753557211502,1.5718100643437567,2.2180484980425814,8.131142021159086,0.0131619074246481,0.0044266375874043,0.1121769408320188,-0.0351268388013717,2.9588905832740195,2.991827578479564,0.0420408082408874,-3.1994312523959234,-2.6586745032570125,0.7387075682,0.0430738217,0.0645,0.0041999999999999,0.0021264764,-0.0095999999999999,,
197008.0,197003.0,8,197010,3.18667,5.41333,77.92,-0.138812168188575,5.850642209105168,,4.222207870989839,0.6338432520550035,11.637595693387594,13.050233566337177,11.628833691728351,17.951607527144642,18.626061648140738,1.8658136211980607,14.30536812108523,0.2847459090030796,0.0828689725089667,0.2311031642338867,0.1639465318101932,0.4050858470179326,0.1470108488325869,0.154322143914249,0.1867948596861044,0.1363625030012279,0.1820761718349678,0.3990057407464128,0.1445538793616648,0.122499581968893,0.1426988382440199,0.2207760423785463,0.1573352350754615,0.3532595185832318,0.6741220200720904,0.2982568493426405,0.3821899622204968,0.2991163027636879,0.0930500962732326,0.0632911595520236,0.2382759924532566,0.3124304219475798,0.4132711602133923,0.2553046998074075,2.396352242221063,0.2229834241398311,0.477560955479729,0.3971306998958426,1.0267035780844254,0.6087629834363861,0.2660520646280471,-0.2053628882948819,7.861006802506276,0.6190489649724628,0.4905605092173203,0.4041908422689442,1.4785474167858377,11.963016283089743,20.40931860564761,0.4750139236862659,1.3075555394011522,1.921174503745966,79.83505711385207,16.105979297215683,0.9888166670360272,9.071726687688866,9.237571237362072,1.603793954031626,2.14389146565704,7.939293824187192,0.011053368566665,0.0037242134798102,0.1224715350153181,-0.0341600021321499,2.940582355985314,3.3817792216587974,0.0408966889117043,-3.241862490322931,-2.7119895005034733,0.7092782966,0.0387292526,0.0641,0.0052999999999999,0.0018871043,-0.0131,,
197009.0,197003.0,9,197011,3.19,5.36,82.58,-0.0924769865622686,6.0799387951584425,4956459.920882318,4.160181359214824,0.606936298960653,11.232260063342018,12.36582619051291,10.934793577786856,18.18352186894765,18.880494252824043,1.885170528231097,14.36880835492514,0.2555033367008031,0.0854139071545872,0.2353677926461396,0.1673331163828102,0.4137714212297917,0.1532609545580059,0.1570942127106768,0.1972285847657125,0.1390251076721352,0.190605390619904,0.4089697673830974,0.1438168291650181,0.1273924481277737,0.1419198763684891,0.2229110244313725,0.1634537758636104,0.373160479979283,0.6954914417145887,0.2809601525375885,0.3645097087499903,0.2804848418869305,0.0943872563597687,0.0631768640863756,0.2472380944007304,0.3142015058678284,0.4154388447687785,0.2471461187973436,2.1581586436973845,0.2324208775915004,0.4928517314025716,0.3901479453102511,1.0604156051405331,0.6194418216387342,0.2831093055083097,-0.2070171830687601,6.134069825577285,0.5651139567881032,0.4732929459075936,0.3826786737262632,1.3287568151353495,12.89494733408261,22.158770913151127,0.4691424959122326,1.308293125248621,1.9291720885670005,79.39153890004836,13.944144722706016,1.0117116512923736,8.91972563491104,9.438239360807028,1.647517883697185,2.092111620682095,7.762945153637113,0.0089887361863385,0.0030196845239204,0.130501999978649,-0.03319929653338,3.004619742493328,3.6593478721848056,0.0386292080406878,-3.2732927622451475,-2.75434970395919,0.7129147605,0.0379424193,0.0612,0.0068,0.0010579649,-0.0129999999999999,,
197010.0,197004.0,10,197012,3.17333,5.28333,84.37,-0.0835078517587939,5.835348838284851,,3.871659221705768,0.5782792280140422,10.702586447566762,8.161818546546332,6.632139021559012,18.06865191998945,18.77616511351748,1.8797508353928347,14.122335471047409,0.2223305914414148,0.0876216276206544,0.2382875310101017,0.1699871990764214,0.4172926893214759,0.1584658922454674,0.1588261358544223,0.2047229480515892,0.1406526879815827,0.1963121556614083,0.4144618216248366,0.1409599869849234,0.1304587897459853,0.1389734069379723,0.221133333667317,0.1670713954482702,0.3860149797045534,0.7096802229868268,0.2604511756311399,0.3422831288606829,0.2582644169743393,0.0942524398896645,0.0624330434388746,0.252835590294399,0.3128877604828982,0.4134608828394251,0.235906616438471,1.919297554551821,0.2389260853563657,0.5011201283518003,0.3797573612592891,1.087269618761894,0.6307862342597471,0.297886487344129,-0.1958325677390777,4.608615191981195,0.5012758395924403,0.4503849987718676,0.3560641911550835,1.1558443380663883,13.721891635526523,23.731036962243127,0.4597899243012454,1.298251347615631,1.9160691135693748,79.34287410427369,11.818066407621696,1.0178572938056012,8.667700330150426,9.409764130297772,1.6632860790995192,1.9861491881875115,7.559421059805398,0.0067887130000816,0.0022907354557142,0.1380009770991593,-0.0324311351547505,3.002345112217786,3.93733398867383,0.0376120659002014,-3.2670760729822392,-2.7572972263735407,0.7176982835,0.0369624911,0.0591,0.0102,0.0010433957,-0.0129999999999999,,
